"ID","HowToGet"
"causaldata-training_example","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/causaldata/training_example.csv""]"
"causaldata-yule","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/causaldata/yule.csv""]"
"cluster-agriculture","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/agriculture.csv""]"
"cluster-animals","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/animals.csv""]"
"cluster-chorSub","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/chorSub.csv""]"
"cluster-flower","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/flower.csv""]"
"cluster-plantTraits","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/plantTraits.csv""]"
"cluster-pluton","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/pluton.csv""]"
"cluster-ruspini","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/ruspini.csv""]"
"cluster-votes.repub","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/votes.repub.csv""]"
"cluster-xclara","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/cluster/xclara.csv""]"
"COUNT-affairs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/affairs.csv""]"
"COUNT-azcabgptca","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/azcabgptca.csv""]"
"COUNT-azdrg112","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/azdrg112.csv""]"
"COUNT-azpro","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/azpro.csv""]"
"COUNT-azprocedure","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/azprocedure.csv""]"
"COUNT-badhealth","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/badhealth.csv""]"
"COUNT-fasttrakg","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/fasttrakg.csv""]"
"COUNT-fishing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/fishing.csv""]"
"COUNT-lbw","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/lbw.csv""]"
"COUNT-lbwgrp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/lbwgrp.csv""]"
"COUNT-loomis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/loomis.csv""]"
"COUNT-mdvis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/mdvis.csv""]"
"COUNT-medpar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/medpar.csv""]"
"COUNT-nuts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/nuts.csv""]"
"COUNT-rwm","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/rwm.csv""]"
"COUNT-rwm1984","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/rwm1984.csv""]"
"COUNT-rwm5yr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/rwm5yr.csv""]"
"COUNT-ships","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/ships.csv""]"
"COUNT-smoking","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/smoking.csv""]"
"COUNT-titanic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/titanic.csv""]"
"COUNT-titanicgrp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/COUNT/titanicgrp.csv""]"
"crch-RainIbk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/crch/RainIbk.csv""]"
"DAAG-ACF1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ACF1.csv""]"
"DAAG-ais","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ais.csv""]"
"DAAG-allbacks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/allbacks.csv""]"
"DAAG-anesthetic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/anesthetic.csv""]"
"DAAG-ant111b","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ant111b.csv""]"
"DAAG-antigua","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/antigua.csv""]"
"DAAG-appletaste","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/appletaste.csv""]"
"DAAG-aulatlong","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/aulatlong.csv""]"
"DAAG-austpop","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/austpop.csv""]"
"DAAG-biomass","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/biomass.csv""]"
"DAAG-bomregions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomregions.csv""]"
"DAAG-bomregions2011","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomregions2011.csv""]"
"DAAG-bomregions2012","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomregions2012.csv""]"
"DAAG-bomsoi","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomsoi.csv""]"
"DAAG-bomsoi2001","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bomsoi2001.csv""]"
"DAAG-bostonc","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/bostonc.csv""]"
"DAAG-carprice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/carprice.csv""]"
"DAAG-Cars93.summary","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/Cars93.summary.csv""]"
"DAAG-cerealsugar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cerealsugar.csv""]"
"DAAG-cfseal","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cfseal.csv""]"
"DAAG-cities","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cities.csv""]"
"DAAG-codling","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/codling.csv""]"
"DAAG-cottonworkers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cottonworkers.csv""]"
"DAAG-cps1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cps1.csv""]"
"DAAG-cps2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cps2.csv""]"
"DAAG-cps3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cps3.csv""]"
"DAAG-cricketer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cricketer.csv""]"
"DAAG-cuckoohosts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cuckoohosts.csv""]"
"DAAG-cuckoos","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/cuckoos.csv""]"
"DAAG-dengue","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/dengue.csv""]"
"DAAG-dewpoint","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/dewpoint.csv""]"
"DAAG-droughts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/droughts.csv""]"
"DAAG-edcCO2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/edcCO2.csv""]"
"DAAG-edcT","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/edcT.csv""]"
"DAAG-elastic1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/elastic1.csv""]"
"DAAG-elastic2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/elastic2.csv""]"
"DAAG-elasticband","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/elasticband.csv""]"
"DAAG-fossilfuel","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/fossilfuel.csv""]"
"DAAG-fossum","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/fossum.csv""]"
"DAAG-frogs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/frogs.csv""]"
"DAAG-frostedflakes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/frostedflakes.csv""]"
"DAAG-fruitohms","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/fruitohms.csv""]"
"DAAG-gaba","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/gaba.csv""]"
"DAAG-geophones","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/geophones.csv""]"
"DAAG-greatLakes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/greatLakes.csv""]"
"DAAG-grog","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/grog.csv""]"
"DAAG-head.injury","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/head.injury.csv""]"
"DAAG-headInjury","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/headInjury.csv""]"
"DAAG-hills","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hills.csv""]"
"DAAG-hills2000","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hills2000.csv""]"
"DAAG-hotspots","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hotspots.csv""]"
"DAAG-hotspots2006","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hotspots2006.csv""]"
"DAAG-houseprices","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/houseprices.csv""]"
"DAAG-humanpower1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/humanpower1.csv""]"
"DAAG-humanpower2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/humanpower2.csv""]"
"DAAG-hurricNamed","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/hurricNamed.csv""]"
"DAAG-intersalt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/intersalt.csv""]"
"DAAG-ironslag","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ironslag.csv""]"
"DAAG-jobs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/jobs.csv""]"
"DAAG-kiwishade","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/kiwishade.csv""]"
"DAAG-leafshape","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leafshape.csv""]"
"DAAG-leafshape17","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leafshape17.csv""]"
"DAAG-leaftemp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leaftemp.csv""]"
"DAAG-leaftemp.all","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/leaftemp.all.csv""]"
"DAAG-litters","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/litters.csv""]"
"DAAG-Lottario","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/Lottario.csv""]"
"DAAG-lung","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/lung.csv""]"
"DAAG-Manitoba.lakes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/Manitoba.lakes.csv""]"
"DAAG-measles","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/measles.csv""]"
"DAAG-medExpenses","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/medExpenses.csv""]"
"DAAG-mifem","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/mifem.csv""]"
"DAAG-mignonette","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/mignonette.csv""]"
"DAAG-milk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/milk.csv""]"
"DAAG-modelcars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/modelcars.csv""]"
"DAAG-monica","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/monica.csv""]"
"DAAG-moths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/moths.csv""]"
"DAAG-nassCDS","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nassCDS.csv""]"
"DAAG-nasshead","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nasshead.csv""]"
"DAAG-nihills","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nihills.csv""]"
"DAAG-nsw74demo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nsw74demo.csv""]"
"DAAG-nsw74psid1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nsw74psid1.csv""]"
"DAAG-nsw74psid3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nsw74psid3.csv""]"
"DAAG-nsw74psidA","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nsw74psidA.csv""]"
"DAAG-nswdemo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nswdemo.csv""]"
"DAAG-nswpsid1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/nswpsid1.csv""]"
"DAAG-oddbooks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/oddbooks.csv""]"
"DAAG-orings","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/orings.csv""]"
"DAAG-ozone","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/ozone.csv""]"
"DAAG-pair65","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/pair65.csv""]"
"DAAG-possum","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/possum.csv""]"
"DAAG-possumsites","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/possumsites.csv""]"
"DAAG-poxetc","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/poxetc.csv""]"
"DAAG-primates","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/primates.csv""]"
"DAAG-progression","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/progression.csv""]"
"DAAG-psid1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/psid1.csv""]"
"DAAG-psid2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/psid2.csv""]"
"DAAG-psid3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/psid3.csv""]"
"DAAG-races2000","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/races2000.csv""]"
"DAAG-rainforest","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/rainforest.csv""]"
"DAAG-rareplants","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/rareplants.csv""]"
"DAAG-rice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/rice.csv""]"
"DAAG-rockArt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/rockArt.csv""]"
"DAAG-roller","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/roller.csv""]"
"DAAG-science","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/science.csv""]"
"DAAG-seedrates","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/seedrates.csv""]"
"DAAG-socsupport","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/socsupport.csv""]"
"DAAG-softbacks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/softbacks.csv""]"
"DAAG-sorption","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/sorption.csv""]"
"DAAG-SP500close","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/SP500close.csv""]"
"DAAG-SP500W90","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/SP500W90.csv""]"
"DAAG-spam7","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/spam7.csv""]"
"DAAG-stVincent","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/stVincent.csv""]"
"DAAG-sugar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/sugar.csv""]"
"DAAG-tinting","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/tinting.csv""]"
"DAAG-tomato","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/tomato.csv""]"
"DAAG-toycars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/toycars.csv""]"
"DAAG-vince111b","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/vince111b.csv""]"
"DAAG-vlt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/vlt.csv""]"
"DAAG-wages1833","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/wages1833.csv""]"
"DAAG-whoops","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/whoops.csv""]"
"DAAG-worldRecords","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/DAAG/worldRecords.csv""]"
"datasets-ability.cov","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/ability.cov.csv""]"
"datasets-airmiles","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/airmiles.csv""]"
"datasets-AirPassengers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/AirPassengers.csv""]"
"datasets-airquality","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/airquality.csv""]"
"datasets-anscombe","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/anscombe.csv""]"
"datasets-attenu","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/attenu.csv""]"
"datasets-attitude","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/attitude.csv""]"
"datasets-austres","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/austres.csv""]"
"datasets-BJsales","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/BJsales.csv""]"
"datasets-BOD","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/BOD.csv""]"
"datasets-cars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/cars.csv""]"
"datasets-ChickWeight","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/ChickWeight.csv""]"
"datasets-chickwts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/chickwts.csv""]"
"datasets-CO2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/CO2.csv""]"
"datasets-co2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/co2.csv""]"
"datasets-crimtab","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/crimtab.csv""]"
"datasets-discoveries","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/discoveries.csv""]"
"datasets-DNase","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/DNase.csv""]"
"datasets-esoph","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/esoph.csv""]"
"datasets-euro","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/euro.csv""]"
"datasets-EuStockMarkets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/EuStockMarkets.csv""]"
"datasets-faithful","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/faithful.csv""]"
"datasets-Formaldehyde","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/Formaldehyde.csv""]"
"datasets-freeny","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/freeny.csv""]"
"datasets-HairEyeColor","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/HairEyeColor.csv""]"
"datasets-Harman23.cor","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/Harman23.cor.csv""]"
"datasets-Harman74.cor","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/Harman74.cor.csv""]"
"datasets-Indometh","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/Indometh.csv""]"
"datasets-infert","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/infert.csv""]"
"datasets-InsectSprays","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/datasets/InsectSprays.csv""]"
